,Date,Public Transport Route,Station,Weather Condition,Time of Day,Delay Due to Weather (minutes),Temperature (°C),Rainfall (mm),Wind Speed (km/h),Humidity (%)
38704,2023-03-07 03:00:00,Train,King's Cross,Snow,Rush Hour,30,4,40,37,80
38705,2023-03-07 04:00:00,DLR,Tower Gateway,Wind,Rush Hour,10,9,1,8,97
38706,2023-03-07 05:00:00,Tram,Elmers End,Fog,Rush Hour,30,34,41,36,88
38707,2023-03-07 06:00:00,Tube,Oxford Circus,Ice,Off-Peak,35,-3,3,30,50
38708,2023-03-07 07:00:00,DLR,Poplar,Snow,Off-Peak,25,9,0,1,94
38709,2023-03-07 08:00:00,Train,Clapham Junction,Ice,Off-Peak,40,25,21,15,67
38710,2023-03-07 09:00:00,Bus,Waterloo,Clear,Off-Peak,0,5,10,40,89
38711,2023-03-07 10:00:00,DLR,Tower Gateway,Fog,Off-Peak,30,33,47,20,86
38712,2023-03-07 11:00:00,No Service,Stratford,Rain,Off-Peak,15,13,10,20,54
38713,2023-03-07 12:00:00,No Service,Waterloo,Snow,Off-Peak,10,9,44,1,73
38714,2023-03-07 13:00:00,No Service,Elmers End,Rain,Off-Peak,10,32,13,35,60
38715,2023-03-07 14:00:00,No Service,Elmers End,Clear,Off-Peak,10,14,26,6,97
38716,2023-03-07 15:00:00,No Service,Kings Cross St Pancras,Fog,Off-Peak,40,16,32,14,79
38717,2023-03-07 16:00:00,Train,Paddington,Snow,Off-Peak,30,1,27,36,48
38718,2023-03-07 17:00:00,Bus,Soho,Fog,Off-Peak,25,8,22,8,57
38719,2023-03-07 18:00:00,DLR,Shadwell,Rain,Rush Hour,5,-2,8,0,54
38720,2023-03-07 19:00:00,Bus,Soho,Rain,Rush Hour,5,3,17,15,95
38721,2023-03-07 20:00:00,Bus,Victoria,Rain,Rush Hour,15,33,42,22,79
38722,2023-03-07 21:00:00,Tram,South Wimbledon,Snow,Off-Peak,35,19,23,23,81
38723,2023-03-07 22:00:00,DLR,Canary Wharf,Snow,Off-Peak,15,29,26,23,74
38724,2023-03-07 23:00:00,Tube,Baker Street,Fog,Off-Peak,50,31,34,9,83
38725,2023-03-08 00:00:00,DLR,Shadwell,Rain,Off-Peak,5,21,3,38,49
38726,2023-03-08 01:00:00,Tram,East Croydon,Rain,Off-Peak,10,22,21,10,97
38727,2023-03-08 02:00:00,Bus,Oxford Circus,Snow,Off-Peak,30,18,10,29,88
38728,2023-03-08 03:00:00,Train,Clapham Junction,Wind,Rush Hour,20,27,6,39,46
38729,2023-03-08 04:00:00,Tube,Oxford Circus,Snow,Rush Hour,20,27,40,32,62
38730,2023-03-08 05:00:00,DLR,Shadwell,Ice,Rush Hour,35,10,36,6,79
38731,2023-03-08 06:00:00,Train,Victoria,Ice,Off-Peak,40,17,33,5,95
38732,2023-03-08 07:00:00,Tram,Addiscombe,Rain,Off-Peak,10,5,11,7,72
38733,2023-03-08 08:00:00,Tram,Wimbledon,Fog,Off-Peak,40,34,3,15,52
38734,2023-03-08 09:00:00,Tram,South Wimbledon,Rain,Off-Peak,20,13,44,20,40
38735,2023-03-08 10:00:00,Tube,Waterloo,Snow,Off-Peak,20,28,1,3,97
38736,2023-03-08 11:00:00,No Service,Tower Gateway,Ice,Off-Peak,35,17,46,26,56
38737,2023-03-08 12:00:00,No Service,Piccadilly Circus,Wind,Off-Peak,30,4,0,34,61
38738,2023-03-08 13:00:00,No Service,Elmers End,Wind,Off-Peak,15,31,17,0,93
38740,2023-03-08 14:00:00,No Service,Elmers End,Snow,Off-Peak,25,-5,22,15,62
38741,2023-03-08 15:00:00,Train,Euston,Wind,Off-Peak,10,-4,33,30,83
38742,2023-03-08 16:00:00,Tram,New Addington,Snow,Off-Peak,35,16,3,37,66
38743,2023-03-08 17:00:00,Train,Euston,Snow,Rush Hour,30,11,50,17,42
38744,2023-03-08 18:00:00,DLR,Lewisham,Fog,Rush Hour,30,18,41,36,84
38745,2023-03-08 19:00:00,Tram,South Wimbledon,Ice,Rush Hour,40,15,44,9,60
38746,2023-03-08 20:00:00,DLR,Canary Wharf,Fog,Off-Peak,30,34,18,22,100
38747,2023-03-08 21:00:00,DLR,Tower Gateway,Fog,Off-Peak,20,23,39,18,58
38748,2023-03-08 22:00:00,Bus,Soho,Wind,Off-Peak,25,8,41,6,94
38749,2023-03-08 23:00:00,Train,Waterloo,Fog,Off-Peak,25,2,39,29,70
38750,2023-03-09 00:00:00,DLR,Poplar,Wind,Off-Peak,10,24,50,37,99
38751,2023-03-09 01:00:00,Train,London Bridge,Clear,Off-Peak,0,16,40,40,89
38752,2023-03-09 02:00:00,Train,London Bridge,Wind,Rush Hour,10,17,8,17,99
38753,2023-03-09 03:00:00,DLR,Poplar,Ice,Rush Hour,25,34,22,5,57
38754,2023-03-09 04:00:00,Tram,East Croydon,Snow,Rush Hour,35,7,12,11,96
38755,2023-03-09 05:00:00,Tram,Elmers End,Clear,Off-Peak,10,22,0,10,74
38756,2023-03-09 06:00:00,Tube,Baker Street,Clear,Off-Peak,0,24,11,1,77
38757,2023-03-09 07:00:00,Tube,Oxford Circus,Wind,Off-Peak,30,-1,9,27,94
38758,2023-03-09 08:00:00,Bus,Victoria,Snow,Off-Peak,20,4,26,17,66
38759,2023-03-09 09:00:00,Tram,New Addington,Snow,Off-Peak,35,33,18,22,92
38760,2023-03-09 10:00:00,No Service,Tower Gateway,Wind,Off-Peak,10,3,39,12,74
38761,2023-03-09 11:00:00,No Service,Canary Wharf,Fog,Off-Peak,20,8,31,19,70
38762,2023-03-09 12:00:00,No Service,King's Cross,Fog,Off-Peak,25,32,21,23,72
38763,2023-03-09 13:00:00,No Service,Baker Street,Snow,Off-Peak,10,4,24,12,59
38764,2023-03-09 14:00:00,No Service,South Wimbledon,Ice,Off-Peak,40,27,10,26,64
38765,2023-03-09 15:00:00,DLR,Stratford,Rain,Off-Peak,5,5,10,14,94
38766,2023-03-09 16:00:00,Tram,Addiscombe,Clear,Off-Peak,0,34,25,20,59
38767,2023-03-09 17:00:00,Bus,Oxford Circus,Fog,Rush Hour,25,0,15,38,52
38768,2023-03-09 18:00:00,DLR,Shadwell,Fog,Rush Hour,30,11,28,1,62
38769,2023-03-09 19:00:00,Bus,Victoria,Rain,Rush Hour,5,30,29,9,67
38770,2023-03-09 20:00:00,Tram,Beckenham Junction,Snow,Off-Peak,35,0,10,17,99
38771,2023-03-09 21:00:00,Bus,King's Cross,Rain,Off-Peak,15,4,0,36,59
38772,2023-03-09 22:00:00,Tube,Piccadilly Circus,Fog,Off-Peak,40,-1,5,8,60
38773,2023-03-09 23:00:00,DLR,Tower Gateway,Wind,Off-Peak,20,13,12,11,77
38774,2023-03-10 00:00:00,Train,Euston,Wind,Off-Peak,10,1,26,17,95
38775,2023-03-10 01:00:00,DLR,Canary Wharf,Wind,Off-Peak,20,18,42,2,98
38776,2023-03-10 02:00:00,Tram,Addiscombe,Snow,Rush Hour,35,13,34,19,42
38777,2023-03-10 03:00:00,Train,King's Cross,Fog,Rush Hour,15,5,32,34,61
38778,2023-03-10 04:00:00,Tube,Green Park,Fog,Rush Hour,50,-3,13,29,82
38779,2023-03-10 05:00:00,DLR,Canary Wharf,Ice,Off-Peak,35,24,42,2,93
38780,2023-03-10 06:00:00,Bus,Tottenham Court Road,Rain,Off-Peak,15,32,45,14,73
38781,2023-03-10 07:00:00,Tube,Green Park,Fog,Off-Peak,40,0,21,17,49
38782,2023-03-10 08:00:00,Bus,Liverpool Street,Snow,Off-Peak,20,29,41,34,89
38783,2023-03-10 09:00:00,Tube,Green Park,Wind,Off-Peak,20,16,20,9,56
38784,2023-03-10 10:00:00,No Service,New Addington,Rain,Off-Peak,20,5,1,39,58
38787,2023-03-10 11:00:00,No Service,Kings Cross St Pancras,Clear,Off-Peak,10,2,4,7,99
38788,2023-03-10 12:00:00,No Service,Soho,Rain,Off-Peak,15,21,14,27,44
38789,2023-03-10 13:00:00,Tube,Baker Street,Snow,Off-Peak,10,23,49,32,44
38790,2023-03-10 14:00:00,Bus,Liverpool Street,Fog,Off-Peak,35,2,47,16,73
38791,2023-03-10 15:00:00,DLR,Tower Gateway,Clear,Rush Hour,0,17,19,12,86
38792,2023-03-10 16:00:00,Train,Victoria,Wind,Rush Hour,20,23,25,38,72
38793,2023-03-10 17:00:00,DLR,Stratford,Wind,Rush Hour,10,10,23,18,54
38794,2023-03-10 18:00:00,Tram,Beckenham Junction,Wind,Off-Peak,15,29,34,38,86
38795,2023-03-10 19:00:00,Tram,Addiscombe,Snow,Off-Peak,35,2,23,14,97
38796,2023-03-10 20:00:00,Tube,Piccadilly Circus,Fog,Off-Peak,50,2,25,36,41
38797,2023-03-10 21:00:00,DLR,Bank,Rain,Off-Peak,5,27,40,10,95
38798,2023-03-10 22:00:00,Tube,Kings Cross St Pancras,Rain,Off-Peak,5,-1,49,32,75
38799,2023-03-10 23:00:00,Tube,Oxford Circus,Fog,Off-Peak,40,31,21,11,61
38800,2023-03-11 00:00:00,Bus,Waterloo,Clear,Rush Hour,10,11,26,15,45
38801,2023-03-11 01:00:00,Tram,Elmers End,Ice,Rush Hour,50,16,18,0,66
38802,2023-03-11 02:00:00,Train,Clapham Junction,Wind,Rush Hour,20,8,36,21,81
38803,2023-03-11 03:00:00,Tube,Kings Cross St Pancras,Fog,Off-Peak,40,32,35,16,77
38804,2023-03-11 04:00:00,Tube,Oxford Circus,Wind,Off-Peak,20,26,28,18,68
38805,2023-03-11 05:00:00,Train,King's Cross,Snow,Off-Peak,30,8,39,1,98
38806,2023-03-11 06:00:00,Tube,Piccadilly Circus,Snow,Off-Peak,10,14,38,15,55
38807,2023-03-11 07:00:00,DLR,Tower Gateway,Rain,Off-Peak,15,16,42,38,96
38808,2023-03-11 08:00:00,No Service,Canary Wharf,Ice,Off-Peak,35,24,11,20,74
38810,2023-03-11 09:00:00,No Service,Beckenham Junction,Rain,Off-Peak,20,27,43,0,80
38811,2023-03-11 10:00:00,No Service,New Addington,Ice,Off-Peak,40,-1,15,22,81
38813,2023-03-11 11:00:00,Bus,Victoria,Fog,Off-Peak,25,12,47,22,45
38814,2023-03-11 12:00:00,Train,Clapham Junction,Ice,Off-Peak,30,1,30,9,73
38815,2023-03-11 13:00:00,Tram,South Wimbledon,Snow,Rush Hour,25,23,14,19,82
38816,2023-03-11 14:00:00,DLR,Shadwell,Ice,Rush Hour,35,3,32,11,80
38817,2023-03-11 15:00:00,DLR,Stratford,Wind,Rush Hour,10,1,14,30,73
38818,2023-03-11 16:00:00,Tram,South Wimbledon,Rain,Off-Peak,20,1,31,40,90
38819,2023-03-11 17:00:00,DLR,Stratford,Fog,Off-Peak,20,0,21,13,64
38820,2023-03-11 18:00:00,Train,Waterloo,Rain,Off-Peak,5,34,49,5,67
38821,2023-03-11 19:00:00,Tram,Addiscombe,Snow,Off-Peak,35,21,5,36,77
38822,2023-03-11 20:00:00,Train,Clapham Junction,Rain,Off-Peak,5,-2,29,25,85
38823,2023-03-11 21:00:00,Tram,New Addington,Clear,Off-Peak,10,-5,40,14,81
38824,2023-03-11 22:00:00,Tram,Beckenham Junction,Clear,Rush Hour,10,0,16,1,52
38825,2023-03-11 23:00:00,Tube,Baker Street,Snow,Rush Hour,10,25,43,0,52
38826,2023-03-12 00:00:00,Train,Paddington,Fog,Rush Hour,15,-5,1,22,78
38827,2023-03-12 01:00:00,Train,Clapham Junction,Rain,Off-Peak,15,-1,15,2,97
38828,2023-03-12 02:00:00,Bus,Tottenham Court Road,Fog,Off-Peak,35,13,46,2,74
38829,2023-03-12 03:00:00,Tube,Oxford Circus,Fog,Off-Peak,40,-1,11,28,42
38830,2023-03-12 04:00:00,Train,Euston,Clear,Off-Peak,0,-1,46,21,93
38831,2023-03-12 05:00:00,Tram,East Croydon,Ice,Off-Peak,50,25,44,13,75
38832,2023-03-12 06:00:00,No Service,Kings Cross St Pancras,Snow,Off-Peak,10,1,11,11,99
38833,2023-03-12 07:00:00,No Service,King's Cross,Snow,Off-Peak,30,9,50,15,92
38834,2023-03-12 08:00:00,No Service,Waterloo,Rain,Off-Peak,15,7,47,31,90
38836,2023-03-12 09:00:00,No Service,Kings Cross St Pancras,Wind,Off-Peak,30,6,38,3,68
38837,2023-03-12 10:00:00,Train,Paddington,Ice,Off-Peak,40,13,16,5,61
38838,2023-03-12 11:00:00,DLR,Tower Gateway,Fog,Off-Peak,20,7,41,36,46
38839,2023-03-12 12:00:00,Tram,Beckenham Junction,Snow,Rush Hour,25,21,40,37,44
38840,2023-03-12 13:00:00,Bus,Victoria,Ice,Rush Hour,35,32,5,21,90
38841,2023-03-12 14:00:00,DLR,Stratford,Fog,Rush Hour,30,27,40,38,100
38842,2023-03-12 15:00:00,DLR,Canary Wharf,Wind,Off-Peak,10,0,25,19,82
38843,2023-03-12 16:00:00,Tube,Piccadilly Circus,Clear,Off-Peak,0,7,0,7,77
38844,2023-03-12 17:00:00,Train,Victoria,Ice,Off-Peak,40,7,15,26,49
38845,2023-03-12 18:00:00,Tube,Leicester Square,Fog,Off-Peak,40,7,45,23,40
38846,2023-03-12 19:00:00,Train,Waterloo,Ice,Off-Peak,30,14,39,26,47
38847,2023-03-12 20:00:00,DLR,Stratford,Ice,Off-Peak,25,30,46,19,61
38848,2023-03-12 21:00:00,DLR,Tower Gateway,Ice,Rush Hour,25,31,15,9,90
38849,2023-03-12 22:00:00,Train,Paddington,Fog,Rush Hour,25,3,45,19,97
38850,2023-03-12 23:00:00,DLR,Tower Gateway,Snow,Rush Hour,25,11,15,10,61
38851,2023-03-13 00:00:00,DLR,Canary Wharf,Ice,Off-Peak,25,29,38,0,97
38852,2023-03-13 01:00:00,Tram,South Wimbledon,Fog,Off-Peak,40,12,28,24,54
38853,2023-03-13 02:00:00,Tram,South Wimbledon,Fog,Off-Peak,30,19,49,11,78
38854,2023-03-13 03:00:00,Bus,Oxford Circus,Ice,Off-Peak,35,9,48,9,69
38855,2023-03-13 04:00:00,Train,London Bridge,Wind,Off-Peak,20,17,25,16,57
38856,2023-03-13 05:00:00,No Service,New Addington,Rain,Off-Peak,10,-5,29,5,45
38857,2023-03-13 06:00:00,No Service,King's Cross,Snow,Off-Peak,30,32,32,13,93
38858,2023-03-13 07:00:00,No Service,Beckenham Junction,Clear,Off-Peak,10,12,42,17,51
38859,2023-03-13 08:00:00,No Service,Addiscombe,Ice,Off-Peak,50,-5,19,34,92
38860,2023-03-13 09:00:00,No Service,East Croydon,Snow,Off-Peak,25,33,36,25,78
38861,2023-03-13 10:00:00,DLR,Bank,Rain,Off-Peak,5,4,12,6,85
38862,2023-03-13 11:00:00,Tube,Green Park,Snow,Off-Peak,20,25,7,11,41
38863,2023-03-13 12:00:00,DLR,Bank,Wind,Rush Hour,20,32,31,7,45
38864,2023-03-13 13:00:00,DLR,Tower Gateway,Ice,Rush Hour,25,1,17,12,95
38865,2023-03-13 14:00:00,Tram,East Croydon,Clear,Rush Hour,10,32,44,23,61
38866,2023-03-13 15:00:00,Tube,Baker Street,Snow,Off-Peak,20,2,40,30,83
38867,2023-03-13 16:00:00,Tube,Green Park,Wind,Off-Peak,20,28,10,3,43
38868,2023-03-13 17:00:00,Train,Victoria,Fog,Off-Peak,15,3,37,13,93
38869,2023-03-13 18:00:00,Train,Clapham Junction,Clear,Off-Peak,10,19,42,39,54
38870,2023-03-13 19:00:00,Train,Victoria,Ice,Off-Peak,40,21,46,2,76
38871,2023-03-13 20:00:00,Tram,Beckenham Junction,Fog,Off-Peak,30,1,13,36,89
38872,2023-03-13 21:00:00,DLR,Lewisham,Ice,Rush Hour,25,26,39,0,72
38873,2023-03-13 22:00:00,Tube,Leicester Square,Wind,Rush Hour,20,3,49,30,69
38874,2023-03-13 23:00:00,Tube,Leicester Square,Snow,Rush Hour,20,11,32,28,98
38875,2023-03-14 00:00:00,DLR,Poplar,Clear,Off-Peak,0,29,40,11,80
38876,2023-03-14 01:00:00,Tram,Wimbledon,Clear,Off-Peak,10,10,22,4,57
38877,2023-03-14 02:00:00,Bus,Liverpool Street,Fog,Off-Peak,25,-4,6,12,79
38878,2023-03-14 03:00:00,DLR,Bank,Ice,Off-Peak,25,25,14,6,53
38879,2023-03-14 04:00:00,Tube,Leicester Square,Fog,Off-Peak,40,10,14,21,82
38880,2023-03-14 05:00:00,No Service,Addiscombe,Wind,Off-Peak,25,27,8,36,90
38881,2023-03-14 06:00:00,No Service,Canary Wharf,Clear,Off-Peak,10,15,20,10,82
38882,2023-03-14 07:00:00,No Service,Waterloo,Rain,Off-Peak,15,11,36,18,59
38883,2023-03-14 08:00:00,No Service,Beckenham Junction,Clear,Off-Peak,0,29,38,8,75
38884,2023-03-14 09:00:00,No Service,Green Park,Fog,Off-Peak,50,1,27,10,93
38885,2023-03-14 10:00:00,Tram,Addiscombe,Ice,Off-Peak,50,23,43,6,87
38886,2023-03-14 11:00:00,Train,King's Cross,Fog,Off-Peak,15,5,5,31,88
38887,2023-03-14 12:00:00,Tube,Waterloo,Wind,Rush Hour,30,24,9,20,60
38888,2023-03-14 13:00:00,Tube,Leicester Square,Snow,Rush Hour,20,12,14,6,76
38889,2023-03-14 14:00:00,Bus,King's Cross,Fog,Rush Hour,35,10,23,28,67
38890,2023-03-14 15:00:00,Tube,Green Park,Ice,Off-Peak,35,0,3,23,56
38891,2023-03-14 16:00:00,DLR,Bank,Rain,Off-Peak,5,-4,46,23,74
38892,2023-03-14 17:00:00,Bus,King's Cross,Fog,Off-Peak,35,4,49,39,57
38893,2023-03-14 18:00:00,Tube,Baker Street,Snow,Off-Peak,20,-2,34,26,65
38894,2023-03-14 19:00:00,DLR,Stratford,Rain,Off-Peak,15,4,14,5,100
38895,2023-03-14 20:00:00,Train,Victoria,Clear,Off-Peak,10,3,36,6,79
38896,2023-03-14 21:00:00,Tube,Piccadilly Circus,Snow,Rush Hour,10,18,1,26,69
38897,2023-03-14 22:00:00,Train,London Bridge,Ice,Rush Hour,30,-1,46,9,42
38898,2023-03-14 23:00:00,Tube,Kings Cross St Pancras,Ice,Rush Hour,35,29,39,40,71
38899,2023-03-15 00:00:00,Tube,Green Park,Rain,Off-Peak,5,-2,27,2,84
38900,2023-03-15 01:00:00,Train,Euston,Snow,Off-Peak,40,29,4,21,54
38901,2023-03-15 02:00:00,Bus,Soho,Rain,Off-Peak,5,7,22,10,96
38902,2023-03-15 03:00:00,Tram,Elmers End,Clear,Off-Peak,0,31,8,30,44
38903,2023-03-15 04:00:00,Bus,Waterloo,Snow,Off-Peak,20,26,6,3,65
38905,2023-03-15 05:00:00,No Service,Wimbledon,Ice,Off-Peak,50,-5,3,1,71
38906,2023-03-15 06:00:00,No Service,Poplar,Fog,Off-Peak,20,5,18,20,88
38907,2023-03-15 07:00:00,No Service,Bank,Rain,Off-Peak,5,20,7,35,88
38908,2023-03-15 08:00:00,No Service,Baker Street,Wind,Off-Peak,20,-3,30,23,79
38909,2023-03-15 09:00:00,Tram,South Wimbledon,Ice,Off-Peak,40,7,13,2,97
38910,2023-03-15 10:00:00,Tube,Baker Street,Rain,Off-Peak,15,26,28,30,85
38911,2023-03-15 11:00:00,Tube,Waterloo,Snow,Rush Hour,10,17,8,9,63
38912,2023-03-15 12:00:00,DLR,Stratford,Ice,Rush Hour,35,17,36,9,84
38913,2023-03-15 13:00:00,Bus,Tottenham Court Road,Fog,Rush Hour,35,24,5,36,96
38914,2023-03-15 14:00:00,Tube,Waterloo,Fog,Off-Peak,40,0,41,10,60
38915,2023-03-15 15:00:00,Bus,Soho,Ice,Off-Peak,45,1,27,12,82
38916,2023-03-15 16:00:00,Bus,Waterloo,Fog,Off-Peak,25,24,44,19,48
38917,2023-03-15 17:00:00,Tube,Baker Street,Rain,Off-Peak,5,31,9,34,65
38918,2023-03-15 18:00:00,Tram,Elmers End,Wind,Off-Peak,15,26,44,26,62
38919,2023-03-15 19:00:00,Tram,New Addington,Fog,Off-Peak,40,0,2,2,65
38920,2023-03-15 20:00:00,Tram,Elmers End,Clear,Rush Hour,10,29,11,22,68
38921,2023-03-15 21:00:00,Bus,Liverpool Street,Rain,Rush Hour,5,26,35,20,83
38922,2023-03-15 22:00:00,Train,London Bridge,Ice,Rush Hour,40,6,10,30,98
38923,2023-03-15 23:00:00,Train,Victoria,Ice,Off-Peak,30,-2,8,20,51
38924,2023-03-16 00:00:00,DLR,Lewisham,Wind,Off-Peak,10,26,5,7,60
38925,2023-03-16 01:00:00,Train,Waterloo,Rain,Off-Peak,15,29,11,27,43
38926,2023-03-16 02:00:00,Tram,New Addington,Snow,Off-Peak,25,10,45,21,76
38927,2023-03-16 03:00:00,Tube,Oxford Circus,Rain,Off-Peak,15,9,40,25,45
38928,2023-03-16 04:00:00,No Service,Wimbledon,Fog,Off-Peak,30,-4,7,7,58
38929,2023-03-16 05:00:00,No Service,Green Park,Ice,Off-Peak,35,0,40,30,87
38930,2023-03-16 06:00:00,No Service,Oxford Circus,Rain,Off-Peak,5,8,12,2,76
38931,2023-03-16 07:00:00,No Service,Waterloo,Rain,Off-Peak,15,23,42,17,44
38932,2023-03-16 08:00:00,No Service,Kings Cross St Pancras,Ice,Off-Peak,25,20,8,11,94
38934,2023-03-16 09:00:00,Tram,Wimbledon,Rain,Off-Peak,10,12,19,38,68
38935,2023-03-16 10:00:00,DLR,Stratford,Clear,Rush Hour,0,-2,39,30,58
38936,2023-03-16 11:00:00,Tube,Piccadilly Circus,Ice,Rush Hour,35,31,9,39,91
38937,2023-03-16 12:00:00,Tram,East Croydon,Ice,Rush Hour,50,32,40,34,47
38938,2023-03-16 13:00:00,Tube,Waterloo,Wind,Off-Peak,20,19,26,36,46
38939,2023-03-16 14:00:00,Bus,Tottenham Court Road,Ice,Off-Peak,35,23,3,19,52
38940,2023-03-16 15:00:00,Tram,Elmers End,Rain,Off-Peak,20,28,9,17,67
38941,2023-03-16 16:00:00,Tram,East Croydon,Clear,Off-Peak,0,10,48,28,97
38942,2023-03-16 17:00:00,Tube,Baker Street,Wind,Off-Peak,20,31,18,17,69
38943,2023-03-16 18:00:00,Train,Waterloo,Ice,Off-Peak,40,24,9,36,81
38944,2023-03-16 19:00:00,Bus,Tottenham Court Road,Snow,Rush Hour,30,17,49,9,73
38945,2023-03-16 20:00:00,Bus,King's Cross,Snow,Rush Hour,20,30,47,4,58
38946,2023-03-16 21:00:00,Tube,Waterloo,Ice,Rush Hour,35,22,22,33,93
38947,2023-03-16 22:00:00,DLR,Stratford,Wind,Off-Peak,20,-5,35,39,54
38948,2023-03-16 23:00:00,Bus,Liverpool Street,Fog,Off-Peak,25,2,40,32,44
38950,2023-03-17 00:00:00,DLR,Bank,Snow,Off-Peak,25,9,8,18,44
38951,2023-03-17 01:00:00,Tube,Leicester Square,Clear,Off-Peak,10,28,1,13,52
38952,2023-03-17 02:00:00,No Service,New Addington,Clear,Off-Peak,10,13,18,25,96
38953,2023-03-17 03:00:00,No Service,Soho,Ice,Off-Peak,35,24,7,5,79
38954,2023-03-17 04:00:00,No Service,Waterloo,Rain,Off-Peak,5,4,25,38,97
38955,2023-03-17 05:00:00,No Service,South Wimbledon,Snow,Off-Peak,25,21,50,21,98
38956,2023-03-17 06:00:00,No Service,Baker Street,Snow,Off-Peak,20,14,35,3,91
38957,2023-03-17 07:00:00,DLR,Canary Wharf,Wind,Off-Peak,20,19,10,33,77
38958,2023-03-17 08:00:00,Tram,South Wimbledon,Wind,Off-Peak,25,3,2,3,77
38959,2023-03-17 09:00:00,DLR,Lewisham,Snow,Rush Hour,15,34,29,1,100
38960,2023-03-17 10:00:00,Tube,Piccadilly Circus,Wind,Rush Hour,20,28,17,22,51
38961,2023-03-17 11:00:00,Tram,Beckenham Junction,Fog,Rush Hour,30,15,16,19,100
38962,2023-03-17 12:00:00,DLR,Shadwell,Ice,Off-Peak,25,18,50,26,81
38963,2023-03-17 13:00:00,Tube,Oxford Circus,Wind,Off-Peak,20,1,8,12,89
38964,2023-03-17 14:00:00,DLR,Poplar,Wind,Off-Peak,10,-2,29,34,40
38965,2023-03-17 15:00:00,Tube,Leicester Square,Wind,Off-Peak,20,2,15,40,72
38966,2023-03-17 16:00:00,DLR,Lewisham,Snow,Off-Peak,15,7,7,18,60
38967,2023-03-17 17:00:00,Tram,South Wimbledon,Clear,Off-Peak,10,15,40,20,43
38968,2023-03-17 18:00:00,Tube,Oxford Circus,Snow,Rush Hour,20,29,25,8,40
38969,2023-03-17 19:00:00,DLR,Stratford,Fog,Rush Hour,20,-1,4,10,74
38970,2023-03-17 20:00:00,Tram,Addiscombe,Rain,Rush Hour,20,2,4,34,81
38971,2023-03-17 21:00:00,Tube,Green Park,Clear,Off-Peak,0,-4,45,9,63
38972,2023-03-17 22:00:00,Bus,Waterloo,Fog,Off-Peak,35,18,23,40,91
38973,2023-03-17 23:00:00,Bus,Victoria,Wind,Off-Peak,15,10,13,5,60
38974,2023-03-18 00:00:00,Train,Waterloo,Ice,Off-Peak,40,-2,4,38,76
38975,2023-03-18 01:00:00,DLR,Canary Wharf,Wind,Off-Peak,20,24,35,20,57
38976,2023-03-18 02:00:00,No Service,South Wimbledon,Snow,Off-Peak,35,24,24,13,83
38977,2023-03-18 03:00:00,No Service,Beckenham Junction,Rain,Off-Peak,10,29,16,38,42
38978,2023-03-18 04:00:00,No Service,East Croydon,Fog,Off-Peak,30,7,5,38,68
38979,2023-03-18 05:00:00,No Service,Victoria,Snow,Off-Peak,20,31,6,11,41
38980,2023-03-18 06:00:00,No Service,Leicester Square,Ice,Off-Peak,35,5,45,33,88
38981,2023-03-18 07:00:00,Tram,Elmers End,Fog,Off-Peak,40,13,14,38,63
38982,2023-03-18 08:00:00,DLR,Stratford,Fog,Off-Peak,30,12,5,9,45
38983,2023-03-18 09:00:00,Tram,New Addington,Fog,Rush Hour,40,11,31,9,65
38984,2023-03-18 10:00:00,Tram,Addiscombe,Wind,Rush Hour,15,5,41,37,73
38985,2023-03-18 11:00:00,Train,King's Cross,Wind,Rush Hour,20,9,39,24,80
38986,2023-03-18 12:00:00,Train,Waterloo,Fog,Off-Peak,25,2,26,11,95
38987,2023-03-18 13:00:00,Tube,Oxford Circus,Ice,Off-Peak,25,23,39,0,85
38988,2023-03-18 14:00:00,DLR,Stratford,Rain,Off-Peak,15,11,4,25,62
38989,2023-03-18 15:00:00,Tube,Kings Cross St Pancras,Snow,Off-Peak,10,20,15,35,87
38990,2023-03-18 16:00:00,Tram,New Addington,Wind,Off-Peak,25,-1,10,12,78
38991,2023-03-18 17:00:00,Tram,Addiscombe,Snow,Off-Peak,35,-2,38,18,82
38992,2023-03-18 18:00:00,Train,London Bridge,Wind,Rush Hour,20,18,24,36,81
38993,2023-03-18 19:00:00,Bus,Liverpool Street,Clear,Rush Hour,0,5,1,30,73
38994,2023-03-18 20:00:00,Tube,Oxford Circus,Rain,Rush Hour,15,24,27,28,77
38995,2023-03-18 21:00:00,Tube,Leicester Square,Ice,Off-Peak,25,34,6,26,81
38996,2023-03-18 22:00:00,Tube,Green Park,Wind,Off-Peak,30,29,37,18,59
38997,2023-03-18 23:00:00,Train,Victoria,Rain,Off-Peak,15,27,50,11,68
38998,2023-03-19 00:00:00,Bus,Oxford Circus,Wind,Off-Peak,15,30,49,23,71
38999,2023-03-19 01:00:00,Bus,Oxford Circus,Ice,Off-Peak,45,15,0,38,59
39000,2023-03-19 02:00:00,No Service,Wimbledon,Ice,Off-Peak,40,32,17,20,47
39001,2023-03-19 03:00:00,No Service,Oxford Circus,Wind,Off-Peak,20,-1,11,23,63
39002,2023-03-19 04:00:00,No Service,Kings Cross St Pancras,Ice,Off-Peak,35,-1,48,21,46
39004,2023-03-19 05:00:00,No Service,Addiscombe,Rain,Off-Peak,10,15,7,38,65
39005,2023-03-19 06:00:00,Tram,New Addington,Snow,Off-Peak,25,19,19,30,57
