Date,Temperature (°C),Precipitation (mm),Wind Speed (km/h),Weather Condition,Underground Delays (min),Underground Cancellations (%),Underground Ridership (thousands),Bus Delays (min),Bus Cancellations (%),Bus Ridership (thousands),Overground Delays (min),Overground Cancellations (%),Overground Ridership (thousands),Tram Delays (min),Tram Cancellations (%),Tram Ridership (thousands),DLR Delays (min),DLR Cancellations (%),DLR Ridership (thousands),National Rail Delays (min),National Rail Cancellations (%),National Rail Ridership (thousands)
23/12/2020,4.9,26,29,Thunderstorm,19,2,154,25,10,76,23,9,63,34,9,70,24,15,126,32,9,134
24/12/2020,5,37,31,Thunderstorm,18,5,196,24,11,51,33,9,136,25,11,54,25,14,53,26,8,87
25/12/2020,4.4,57,24,Thunderstorm,13,4,157,24,12,74,30,11,127,34,9,83,25,9,131,31,11,104
26/12/2020,3.6,0,31,Clear,2,1,294,3,1,119,4,2,100,5,1,135,4,1,142,2,0,133
27/12/2020,5.4,0,28,Clear,2,1,293,4,1,130,3,2,129,5,0,129,4,1,145,1,0,124
28/12/2020,4.3,0,19,Clear,1,1,295,1,1,120,5,0,127,5,2,150,5,1,135,1,1,140
29/12/2020,4.8,0,30,Clear,3,0,288,4,1,138,3,1,140,3,1,105,5,0,143,2,1,146
30/12/2020,4.2,0,30,Partly Cloudy,2,1,310,4,2,118,5,1,101,2,0,106,2,0,134,1,0,105
31/12/2020,3.5,37,34,Thunderstorm,19,5,159,24,9,128,21,12,75,24,15,126,33,12,137,30,15,78
01/01/2021,4.2,0,23,Partly Cloudy,3,0,296,3,2,132,1,1,101,4,1,124,4,0,108,3,0,117
02/01/2021,5.8,0,33,Partly Cloudy,2,0,289,4,1,112,3,1,126,5,1,145,3,1,147,5,0,110
03/01/2021,5.5,0,28,Partly Cloudy,1,0,288,5,2,124,1,2,135,2,2,149,3,1,115,3,1,115
04/01/2021,4.1,11,26,Heavy Rain,8,2,243,14,7,104,20,6,112,11,7,123,19,8,94,16,6,108
05/01/2021,3.4,0,33,Clear,2,0,307,2,2,134,4,1,102,5,1,150,3,1,103,4,2,139
06/01/2021,4.6,54,35,Thunderstorm,11,5,164,30,10,147,22,11,93,25,13,63,31,15,130,33,11,82
07/01/2021,4.8,52,18,Thunderstorm,19,2,191,22,8,122,24,13,106,22,15,95,31,12,110,25,9,104
08/01/2021,4.7,37,29,Thunderstorm,10,3,171,21,10,55,35,13,59,20,13,94,32,14,110,23,13,146
09/01/2021,5,0,22,Clear,2,1,305,4,0,111,3,0,132,2,2,140,3,0,132,5,1,102
10/01/2021,3.6,11,31,Heavy Rain,9,2,240,12,8,105,17,6,112,14,5,112,16,5,87,14,6,111
11/01/2021,5.2,13,19,Heavy Rain,8,2,264,12,6,124,19,8,119,19,5,90,10,7,127,12,7,117
12/01/2021,6.3,0,34,Clear,2,1,295,1,1,138,4,1,126,2,0,128,1,0,138,1,2,126
13/01/2021,7.3,32,22,Thunderstorm,18,3,163,33,11,52,26,13,75,26,8,109,31,11,92,21,9,65
14/01/2021,6.6,0,34,Clear,2,1,301,4,0,102,4,1,101,2,1,131,2,1,124,3,2,102
15/01/2021,7.4,0,31,Clear,2,1,316,2,0,125,5,1,133,4,2,128,3,2,131,4,1,133
16/01/2021,6,39,25,Thunderstorm,17,3,180,27,12,79,31,14,76,25,13,120,31,13,89,26,10,66
17/01/2021,6.2,52,32,Thunderstorm,19,5,170,33,9,52,32,9,149,30,13,75,30,8,134,23,13,72
18/01/2021,4.6,0,18,Partly Cloudy,1,0,303,2,1,141,2,0,116,3,1,119,4,0,122,3,1,148
19/01/2021,4.7,0,21,Clear,1,0,293,1,1,117,1,1,144,2,1,131,3,0,118,3,1,111
20/01/2021,3.7,0,24,Clear,2,1,302,3,2,136,1,0,139,4,1,128,4,1,134,1,2,138
21/01/2021,4.5,9,23,Light Rain,4,1,269,8,4,91,7,4,117,8,4,140,5,3,95,6,3,98
22/01/2021,5.9,0,22,Clear,2,1,305,1,2,137,3,2,145,3,1,150,2,1,109,5,1,105
23/01/2021,7,0,32,Clear,2,1,302,4,2,119,4,0,114,1,1,119,4,1,122,4,0,109
24/01/2021,6.8,0,30,Clear,2,1,319,2,1,130,5,0,126,2,1,112,1,1,117,2,1,102
25/01/2021,7.5,0,31,Clear,3,0,303,3,1,128,2,0,130,3,0,120,3,2,104,2,2,132
26/01/2021,6.2,0,25,Clear,3,1,294,2,1,102,1,1,147,4,1,128,1,0,101,4,0,143
27/01/2021,6.2,9,28,Light Rain,5,1,267,8,3,140,9,4,111,8,3,91,7,5,121,5,5,103
28/01/2021,5.1,32,26,Thunderstorm,15,4,166,32,9,128,30,13,98,30,9,135,21,9,108,31,9,142
29/01/2021,6.4,0,25,Partly Cloudy,2,0,317,5,2,113,2,1,122,2,1,131,4,1,141,1,0,139
30/01/2021,6.1,0,16,Clear,2,1,317,3,1,142,3,1,145,4,2,111,3,2,106,4,0,140
31/01/2021,6.1,26,29,Thunderstorm,16,3,195,28,12,56,34,9,103,32,10,103,24,13,106,33,14,115
01/02/2021,6.7,0,23,Clear,3,0,293,3,1,104,3,1,129,2,1,144,5,1,102,5,1,117
02/02/2021,5.5,7,16,Light Rain,5,1,285,9,4,134,10,3,138,9,2,124,8,5,109,8,2,107
03/02/2021,4.4,0,31,Clear,2,0,285,3,0,129,1,0,127,3,0,129,4,1,107,3,1,102
04/02/2021,5.9,0,32,Partly Cloudy,2,1,307,4,1,116,3,2,101,4,2,135,5,1,102,4,1,122
05/02/2021,5.4,0,24,Clear,2,1,292,2,1,134,5,0,143,3,1,105,3,0,113,3,2,137
06/02/2021,5.8,0,24,Partly Cloudy,2,0,289,3,1,100,4,1,133,1,1,147,4,1,108,3,1,134
07/02/2021,7.2,0,16,Partly Cloudy,1,1,307,5,0,102,3,1,117,5,2,133,2,1,136,3,2,108
08/02/2021,6.2,32,27,Thunderstorm,13,2,152,23,11,75,24,14,102,31,8,87,27,9,62,33,15,58
09/02/2021,5.7,0,17,Clear,3,1,299,2,0,144,5,1,138,4,1,141,4,1,112,4,1,115
10/02/2021,6.6,0,34,Clear,2,0,316,1,1,140,2,2,143,2,0,115,2,2,148,1,1,127
11/02/2021,5.3,0,21,Clear,2,1,285,4,1,144,3,2,143,3,1,147,4,2,140,3,0,115
12/02/2021,6.8,0,17,Partly Cloudy,2,0,292,3,0,139,2,2,140,4,1,126,3,1,142,3,2,105
13/02/2021,5.6,0,27,Clear,2,0,309,1,1,129,5,1,107,3,0,110,1,1,104,3,2,136
14/02/2021,4.5,0,28,Partly Cloudy,1,1,302,3,2,137,4,1,128,3,1,129,2,0,119,4,2,123
15/02/2021,5.3,36,26,Thunderstorm,18,4,163,28,15,59,30,15,80,33,15,125,23,10,54,32,14,113
16/02/2021,5.1,30,30,Thunderstorm,19,4,191,31,12,93,34,13,90,21,10,104,24,10,103,23,14,98
17/02/2021,5.6,13,23,Heavy Rain,9,3,233,16,5,129,20,6,115,18,7,115,20,6,112,18,7,117
18/02/2021,5,0,18,Clear,2,1,304,4,1,142,3,1,115,3,1,129,5,2,149,4,2,142
19/02/2021,4.7,0,20,Clear,1,0,309,3,1,138,4,2,132,3,1,111,2,1,150,1,0,109
20/02/2021,5.7,0,24,Clear,2,0,301,1,2,128,4,1,119,1,1,126,3,1,142,4,0,131
21/02/2021,4.6,0,23,Clear,3,1,294,1,1,146,3,2,107,3,2,126,1,1,131,4,2,139
22/02/2021,5.5,0,23,Partly Cloudy,3,0,301,2,0,125,3,0,139,4,2,109,3,1,117,3,2,101
23/02/2021,7,0,30,Partly Cloudy,2,1,295,5,0,115,3,1,121,3,2,126,2,0,120,3,1,106
24/02/2021,5.9,0,22,Clear,3,0,300,3,0,136,3,1,140,2,2,128,3,2,141,3,2,122
25/02/2021,6.1,4,32,Light Rain,2,0,290,5,3,119,8,4,115,8,4,115,8,5,110,7,2,121
26/02/2021,4.8,0,31,Clear,2,1,291,4,1,108,5,0,149,1,1,110,1,1,135,4,1,122
27/02/2021,5.6,0,29,Clear,1,1,309,4,0,113,3,1,111,4,1,128,2,2,110,4,2,136
28/02/2021,7.1,0,19,Clear,2,0,307,2,2,118,3,2,112,4,2,111,3,1,139,3,1,139
01/03/2021,6.9,0,22,Partly Cloudy,3,0,319,3,1,108,5,1,138,1,2,139,4,1,124,1,1,112
02/03/2021,7.1,10,7,Light Rain,5,1,270,8,4,136,6,3,139,7,2,97,5,5,104,10,5,120
03/03/2021,6.4,22,13,Thunderstorm,16,3,197,28,13,140,22,10,61,22,12,82,26,15,66,28,9,82
04/03/2021,7.3,0,13,Clear,2,0,289,3,0,123,3,1,101,5,1,139,2,1,119,2,0,118
05/03/2021,8.9,0,8,Clear,3,1,286,4,1,123,3,2,147,5,0,146,1,1,126,3,1,124
06/03/2021,10.1,0,10,Partly Cloudy,1,1,307,3,1,109,4,0,120,1,1,133,5,1,127,5,1,128
07/03/2021,10,0,22,Clear,2,1,316,5,1,132,3,1,145,5,2,107,4,2,118,3,2,128
08/03/2021,11.1,0,19,Partly Cloudy,2,1,302,3,0,120,4,2,113,2,0,135,5,1,131,3,0,136
09/03/2021,10.8,0,23,Partly Cloudy,3,1,320,3,0,123,4,0,103,1,1,125,2,0,137,2,1,133
10/03/2021,10.4,0,18,Clear,3,0,286,4,1,109,1,2,139,2,1,106,3,0,120,1,1,121
11/03/2021,9.8,16,20,Heavy Rain,7,2,242,14,6,128,11,4,110,19,8,104,15,7,108,16,7,117
12/03/2021,9.6,0,18,Clear,2,0,287,3,2,114,3,1,105,5,2,104,4,1,150,2,0,128
13/03/2021,10.4,32,6,Thunderstorm,19,2,196,27,11,147,35,13,63,28,12,101,29,8,121,31,9,107
14/03/2021,10.2,0,7,Clear,2,1,311,4,0,130,5,0,143,4,2,114,2,2,118,1,1,106
15/03/2021,10.7,0,22,Partly Cloudy,1,0,311,3,2,137,1,2,105,2,1,143,3,1,118,2,1,112
16/03/2021,10.5,0,11,Clear,3,1,317,2,0,127,3,1,130,2,1,133,3,1,123,2,1,121
17/03/2021,8.7,0,22,Clear,1,1,291,2,1,137,2,1,121,1,1,136,3,0,108,4,2,117
18/03/2021,9.1,14,5,Heavy Rain,9,2,269,17,7,94,12,8,116,18,4,98,17,4,108,14,4,92
19/03/2021,8.5,28,10,Thunderstorm,13,5,173,26,13,141,20,11,111,25,13,147,34,10,73,34,11,71
20/03/2021,9.2,0,10,Partly Cloudy,1,0,291,3,0,124,4,2,111,4,0,134,3,0,136,2,0,118
21/03/2021,9.6,0,9,Clear,2,0,289,1,1,139,4,2,100,5,1,150,2,1,118,2,2,137
22/03/2021,10.8,0,14,Clear,3,1,308,3,1,147,2,1,108,4,0,104,2,1,120,1,2,148
23/03/2021,9.6,0,17,Clear,2,0,297,2,2,124,4,0,127,2,1,139,4,1,135,5,1,107
24/03/2021,9.9,39,15,Thunderstorm,14,2,169,34,8,97,34,11,93,29,11,67,20,12,142,22,9,87
25/03/2021,10.5,0,23,Clear,3,1,306,2,2,108,1,1,143,4,1,129,2,2,139,4,1,148
26/03/2021,11.1,0,12,Clear,2,0,292,3,1,121,2,2,127,1,1,144,4,1,147,1,2,112
27/03/2021,9.1,0,12,Clear,3,1,296,3,0,102,4,0,137,3,0,127,2,1,140,3,0,136
28/03/2021,8.2,0,15,Clear,3,1,281,2,2,101,3,1,131,4,1,135,4,1,120,3,1,144
29/03/2021,7.8,0,24,Clear,1,1,320,4,1,110,5,1,144,2,0,124,2,1,148,4,2,123
30/03/2021,8.9,0,19,Clear,2,1,290,4,2,123,4,1,133,3,2,122,1,2,134,4,0,102
31/03/2021,10.1,36,21,Thunderstorm,17,2,183,33,11,91,27,9,139,33,15,109,31,9,117,30,14,133
01/04/2021,11.9,0,22,Clear,3,1,295,1,1,116,3,1,146,4,1,119,2,1,106,5,1,106
02/04/2021,11.5,0,16,Clear,3,0,281,1,1,107,1,1,131,1,1,121,2,1,104,1,1,112
03/04/2021,10.5,0,23,Partly Cloudy,3,1,319,4,1,118,2,1,150,3,1,125,3,1,125,2,1,144
04/04/2021,12,0,23,Clear,2,1,292,1,1,136,2,1,133,4,2,122,2,1,122,4,0,116
05/04/2021,12.8,0,20,Partly Cloudy,3,1,298,5,1,110,2,1,146,2,0,144,5,1,119,4,1,144
06/04/2021,11.5,8,11,Light Rain,2,0,288,6,5,108,8,3,102,8,4,128,9,4,112,9,4,140
07/04/2021,12.5,13,16,Heavy Rain,9,2,267,13,5,83,16,7,96,16,4,85,17,5,114,18,7,89
08/04/2021,12.3,0,20,Partly Cloudy,1,0,304,4,1,105,4,1,108,2,1,130,2,0,105,2,1,105
09/04/2021,12.4,8,8,Light Rain,2,1,273,9,2,97,7,4,105,7,3,94,10,4,129,8,4,94
10/04/2021,12.7,17,18,Heavy Rain,9,2,260,11,5,82,17,8,93,11,6,123,16,4,129,18,5,126
11/04/2021,12.4,0,14,Partly Cloudy,2,0,318,2,1,132,2,0,144,3,1,125,4,1,114,2,2,123
12/04/2021,11.5,0,21,Clear,3,1,286,2,1,139,2,1,115,3,0,105,4,2,125,2,1,119
13/04/2021,12.9,0,9,Clear,2,1,299,4,2,125,4,2,139,5,1,113,5,2,146,1,1,107
14/04/2021,12.6,5,5,Light Rain,4,1,255,7,3,137,7,3,132,8,4,122,10,3,139,9,4,123
15/04/2021,12.8,9,24,Light Rain,4,1,288,8,2,127,9,2,138,6,3,96,8,3,108,9,2,130
16/04/2021,12.8,0,17,Clear,1,1,314,2,1,124,5,2,149,4,2,111,4,1,148,3,0,130
17/04/2021,13.1,0,13,Clear,2,0,285,5,2,100,4,1,100,2,1,123,4,1,108,5,0,136
18/04/2021,11.8,0,14,Clear,2,0,302,4,0,144,2,0,133,3,1,106,4,1,107,2,2,128
19/04/2021,10.8,0,10,Clear,3,0,297,5,1,128,2,1,129,3,2,144,4,1,123,2,1,139
20/04/2021,11,0,8,Clear,2,1,316,5,0,106,2,1,119,4,1,131,4,1,127,1,1,127
21/04/2021,11.2,0,23,Partly Cloudy,2,1,296,2,1,104,2,1,148,2,2,111,2,1,134,1,0,123
22/04/2021,11,0,15,Clear,3,0,309,4,2,125,3,1,134,3,1,143,1,2,143,3,1,118
23/04/2021,12.7,24,19,Thunderstorm,19,4,182,22,11,64,33,13,126,30,12,65,25,9,122,22,13,119
24/04/2021,12.4,13,11,Heavy Rain,9,1,270,18,5,116,17,7,89,12,5,98,18,7,126,11,4,115
25/04/2021,11.7,0,16,Clear,2,0,305,4,0,147,3,2,110,3,1,139,3,1,146,3,0,130
26/04/2021,12.1,0,15,Partly Cloudy,2,0,288,5,1,146,2,1,136,2,1,131,3,2,142,4,2,124
27/04/2021,11.7,0,15,Clear,2,0,308,2,1,148,4,2,131,4,2,130,5,0,147,3,1,106
28/04/2021,11.9,0,25,Partly Cloudy,3,0,320,3,2,111,3,2,147,4,2,109,4,1,105,1,0,136
29/04/2021,10.9,0,12,Clear,2,1,301,3,1,143,2,1,137,2,2,116,4,0,119,2,2,148
30/04/2021,11.1,0,19,Partly Cloudy,3,0,309,3,0,113,5,2,140,5,2,101,2,0,105,2,1,142
01/05/2021,13.6,0,24,Clear,3,0,291,5,1,125,2,1,150,1,2,100,2,0,138,1,1,115
02/05/2021,13.3,0,9,Clear,2,1,306,1,0,122,2,2,139,4,1,135,4,1,139,4,1,116
03/05/2021,14.8,0,21,Partly Cloudy,3,0,288,1,1,144,4,0,147,5,1,130,4,1,148,1,1,135
04/05/2021,16.3,0,25,Clear,3,0,297,2,2,149,2,0,141,3,2,113,1,1,104,2,0,111
05/05/2021,15.1,0,11,Clear,3,1,305,4,2,144,4,2,127,2,2,127,5,0,120,5,0,147
06/05/2021,16.6,0,16,Clear,3,1,305,5,1,149,1,0,123,3,2,108,5,1,121,2,1,103
07/05/2021,15.4,0,9,Clear,3,0,297,1,1,135,1,2,145,1,2,115,1,0,120,4,1,142
08/05/2021,16.2,0,20,Partly Cloudy,1,0,299,3,1,115,4,1,129,1,1,118,3,2,124,1,1,141
09/05/2021,16.9,0,10,Clear,2,1,306,4,1,118,4,1,150,3,0,134,1,1,118,4,1,101
10/05/2021,17,0,23,Clear,2,0,310,4,2,102,3,1,105,3,2,122,5,0,136,3,1,149
11/05/2021,15.7,0,19,Clear,3,0,313,3,2,132,2,1,110,3,0,101,2,1,124,3,0,134
12/05/2021,16.4,0,23,Clear,2,0,280,4,2,106,2,1,133,4,0,121,1,1,101,5,1,142
13/05/2021,15,0,10,Clear,3,0,288,1,0,138,3,1,134,2,0,138,4,1,104,1,1,100
14/05/2021,14.5,0,7,Clear,3,1,317,2,1,110,3,0,100,5,1,146,2,1,120,4,1,146
15/05/2021,13.6,0,12,Clear,2,1,285,2,1,120,2,0,100,5,2,124,5,1,103,1,2,132
16/05/2021,15.3,0,14,Clear,1,0,288,3,0,108,3,1,123,3,1,147,1,0,143,3,2,111
17/05/2021,16.4,0,18,Clear,3,1,310,1,2,107,2,1,113,4,1,105,4,2,108,3,1,123
18/05/2021,15.7,0,6,Partly Cloudy,2,1,295,3,1,118,3,1,109,3,2,108,1,0,149,4,1,146
19/05/2021,15.6,0,11,Clear,2,0,305,2,1,114,1,2,144,5,1,134,3,0,109,2,2,109
20/05/2021,16.9,0,19,Clear,2,1,291,2,0,106,2,1,123,3,0,140,4,0,119,1,2,137
21/05/2021,17.8,0,14,Clear,2,1,282,4,1,141,2,2,150,5,2,141,3,0,134,4,2,127
22/05/2021,16.6,0,25,Clear,2,1,287,1,1,143,1,1,138,5,2,121,5,0,137,4,0,125
23/05/2021,15.4,0,12,Clear,1,0,320,4,2,115,2,1,125,2,1,118,2,1,128,4,1,126
24/05/2021,14.6,0,24,Clear,1,1,305,5,2,143,1,2,131,4,1,116,3,0,118,4,0,108
25/05/2021,14,0,25,Clear,1,1,315,1,2,133,4,1,150,1,0,120,3,2,128,1,1,121
26/05/2021,15.9,0,18,Partly Cloudy,3,1,289,4,1,137,5,2,141,5,0,125,3,1,142,4,1,150
27/05/2021,15.3,0,16,Clear,1,1,304,4,1,111,2,1,149,1,2,149,5,1,148,3,0,111
28/05/2021,16.8,25,7,Thunderstorm,13,2,193,29,14,119,35,12,114,29,11,135,30,14,129,23,13,70
29/05/2021,16.8,0,25,Clear,1,0,296,4,2,137,5,1,104,1,2,137,4,1,119,5,0,139
30/05/2021,16,33,12,Thunderstorm,17,4,177,32,12,79,31,12,51,34,12,137,33,11,101,26,11,140
31/05/2021,16.8,27,25,Thunderstorm,16,4,188,25,11,122,27,12,121,32,10,65,24,12,84,29,8,101
01/06/2021,17.1,0,13,Clear,3,0,307,5,1,144,1,1,123,1,1,118,4,2,104,2,1,123
02/06/2021,18.4,0,6,Partly Cloudy,3,1,303,2,0,112,3,2,126,2,1,119,3,1,120,3,0,104
03/06/2021,17.2,0,7,Clear,3,1,304,4,1,144,3,1,120,1,2,107,2,1,104,2,0,115
04/06/2021,18.8,0,7,Clear,3,0,291,5,0,126,2,2,149,4,1,120,2,2,146,3,1,108
05/06/2021,18.7,0,13,Clear,1,1,316,5,1,127,2,2,129,4,1,142,1,0,133,5,1,121
06/06/2021,18.4,0,20,Clear,2,1,302,4,0,117,4,0,126,3,2,114,2,2,129,1,0,150
07/06/2021,17.7,0,13,Partly Cloudy,3,1,280,5,1,147,3,1,103,4,1,118,1,0,109,2,2,118
08/06/2021,18.7,21,15,Thunderstorm,20,5,173,32,9,106,21,10,73,31,11,125,28,9,124,32,14,107
09/06/2021,19.5,0,8,Clear,1,0,299,5,1,136,4,0,103,3,1,150,2,2,119,4,1,103
10/06/2021,18.2,13,20,Heavy Rain,6,2,237,18,7,119,15,5,120,12,5,89,17,7,113,14,4,126
11/06/2021,18.5,0,17,Clear,1,0,289,2,2,127,3,1,148,1,2,129,2,1,124,4,0,127
12/06/2021,19.2,0,22,Partly Cloudy,2,1,283,1,1,130,4,1,106,2,2,143,4,1,130,2,1,135
13/06/2021,19.2,33,22,Thunderstorm,13,4,196,21,12,96,26,14,88,21,8,54,26,13,70,30,13,76
14/06/2021,19.4,0,14,Clear,2,1,297,3,1,104,3,1,106,3,0,120,1,0,141,5,0,127
15/06/2021,18.7,0,14,Clear,2,0,282,4,1,125,3,1,122,3,1,126,4,1,119,3,1,127
16/06/2021,18.7,0,19,Partly Cloudy,2,1,305,5,0,103,3,2,121,2,1,132,2,1,149,5,1,116
17/06/2021,18.4,0,7,Partly Cloudy,2,1,317,1,2,136,3,1,126,2,1,105,3,1,101,3,1,121
18/06/2021,17.4,0,17,Clear,2,0,282,3,2,137,2,2,117,5,0,124,3,0,139,4,0,130
19/06/2021,17.9,35,23,Thunderstorm,13,4,166,32,15,86,32,11,90,34,12,97,30,10,82,34,13,133
20/06/2021,17.6,0,24,Clear,1,1,296,2,2,150,3,2,143,4,0,108,1,0,115,3,0,103
21/06/2021,18.1,0,21,Clear,3,1,309,4,2,110,5,2,136,2,1,133,3,1,104,2,1,113
22/06/2021,17.5,13,15,Heavy Rain,5,3,266,17,5,110,15,8,117,16,7,88,10,7,85,11,7,94
23/06/2021,18.3,0,11,Clear,1,0,282,1,1,116,4,2,139,3,0,135,2,0,142,2,0,144
24/06/2021,19.6,0,12,Clear,2,0,304,5,1,145,5,1,138,2,1,140,2,1,141,2,0,105
25/06/2021,19.6,0,21,Clear,2,0,287,3,1,126,5,1,130,2,2,139,5,1,125,3,0,134
26/06/2021,20.5,3,20,Light Rain,3,1,285,7,4,117,9,4,133,5,3,95,7,5,113,9,3,107
27/06/2021,21.2,0,21,Clear,3,1,310,1,1,145,5,0,115,3,0,136,2,1,133,3,1,148
28/06/2021,19.5,0,10,Clear,1,0,293,2,2,137,5,1,112,2,1,116,4,1,119,2,0,111
29/06/2021,18.3,0,7,Partly Cloudy,2,0,313,3,0,145,1,0,138,4,1,103,4,1,110,3,2,102
30/06/2021,19.3,0,14,Partly Cloudy,3,0,286,5,1,122,3,1,139,5,1,115,4,1,130,3,0,123
01/07/2021,20.6,0,15,Clear,2,1,297,4,1,112,4,0,126,2,0,125,3,1,137,4,1,132
02/07/2021,21.2,0,17,Partly Cloudy,1,1,282,2,1,131,2,2,141,4,1,147,4,1,135,3,1,117
03/07/2021,21.3,14,19,Heavy Rain,10,3,253,16,5,115,11,5,113,13,4,122,13,4,84,13,5,119
04/07/2021,21,0,8,Clear,2,1,304,5,0,125,5,0,103,2,1,113,2,1,131,2,1,131
05/07/2021,22.5,0,21,Clear,2,0,312,3,2,149,1,0,107,3,0,144,1,1,109,5,1,146
06/07/2021,23.7,0,10,Clear,1,1,282,1,1,132,4,1,140,3,0,140,5,0,120,3,0,143
07/07/2021,22.6,0,18,Clear,1,0,282,2,1,142,2,2,122,4,2,112,4,1,141,4,1,111
08/07/2021,21.2,0,25,Partly Cloudy,2,1,311,2,0,106,5,2,115,2,2,147,4,1,112,3,0,140
09/07/2021,21.1,0,13,Partly Cloudy,2,0,305,1,2,129,3,2,143,3,2,103,1,1,118,3,1,120
10/07/2021,22.3,0,25,Partly Cloudy,2,0,293,4,0,112,5,1,111,2,2,145,2,1,142,4,2,126
11/07/2021,23.4,0,8,Partly Cloudy,2,1,283,4,1,133,1,1,136,2,0,127,4,1,113,2,2,118
12/07/2021,21.6,0,19,Clear,3,1,300,3,2,112,2,0,138,3,1,111,4,2,118,4,1,138
13/07/2021,20.4,0,24,Partly Cloudy,2,0,283,4,1,119,1,2,127,2,1,114,3,2,143,3,2,121
14/07/2021,20.2,0,11,Clear,3,0,310,5,1,100,3,0,121,4,1,122,3,1,143,2,2,128
15/07/2021,20.2,0,12,Clear,1,1,303,5,0,117,1,1,143,1,1,106,3,2,131,4,1,147
16/07/2021,21.3,0,14,Partly Cloudy,2,1,297,2,1,130,3,1,110,4,2,145,2,1,140,3,1,146
17/07/2021,21.6,0,6,Clear,1,1,296,3,2,130,3,1,142,2,0,110,2,1,134,2,1,105
18/07/2021,20.7,0,23,Partly Cloudy,3,1,307,4,1,107,3,1,122,3,0,118,1,2,106,2,2,124
19/07/2021,20.1,0,7,Clear,1,0,312,3,1,110,2,2,104,4,1,142,2,1,138,4,0,149
20/07/2021,19.5,24,19,Thunderstorm,20,3,151,29,10,93,27,8,99,26,13,115,23,9,75,23,13,149
21/07/2021,20.7,0,13,Clear,3,1,300,2,2,107,4,2,106,5,2,147,3,0,129,3,0,121
22/07/2021,21.5,13,5,Heavy Rain,9,2,224,20,4,109,18,7,82,19,8,108,15,4,108,14,7,100
23/07/2021,22.2,5,8,Light Rain,2,1,290,8,4,124,7,3,106,9,2,91,8,5,120,9,4,115
24/07/2021,22.8,0,9,Clear,1,0,315,2,1,143,3,1,143,3,1,104,2,1,125,5,2,143
25/07/2021,22,0,19,Clear,2,0,286,4,1,118,3,2,132,3,0,115,5,1,124,3,2,130
26/07/2021,22.5,0,6,Partly Cloudy,3,1,318,4,1,142,3,0,120,5,1,143,1,1,118,1,0,110
27/07/2021,23.3,12,5,Heavy Rain,8,2,259,14,5,116,18,5,104,12,5,117,15,5,96,20,7,124
28/07/2021,22.8,0,13,Clear,2,1,291,4,0,118,1,1,102,2,1,124,3,1,126,3,1,142
29/07/2021,22.7,0,24,Partly Cloudy,3,1,295,2,1,149,4,2,116,3,2,138,5,2,122,3,2,128
30/07/2021,21.8,0,15,Clear,2,0,296,4,1,142,2,2,110,1,2,138,2,2,125,5,1,124
31/07/2021,21.7,0,16,Clear,1,0,289,4,1,138,5,1,149,2,0,120,3,2,128,2,1,125
01/08/2021,20.5,0,23,Partly Cloudy,2,0,283,3,2,118,2,2,141,4,0,107,1,1,106,4,2,118
02/08/2021,20.5,0,24,Partly Cloudy,1,0,310,4,0,125,4,0,144,1,2,131,2,1,139,5,1,134
03/08/2021,20.9,0,23,Clear,2,1,287,5,1,124,4,1,128,1,1,107,4,1,115,3,0,146
04/08/2021,19.7,0,15,Clear,2,1,291,3,2,144,3,2,135,2,1,117,2,2,129,1,2,115
05/08/2021,21.5,0,24,Partly Cloudy,1,1,289,2,1,102,5,2,119,3,1,144,4,1,122,3,2,109
06/08/2021,20.2,0,23,Partly Cloudy,2,1,303,1,1,101,2,2,115,5,1,116,4,2,125,5,0,146
07/08/2021,19.6,0,13,Partly Cloudy,2,0,317,2,0,141,1,0,125,4,0,127,4,2,147,4,1,122
08/08/2021,18.9,0,25,Partly Cloudy,1,0,305,4,1,128,2,2,135,2,1,146,5,1,102,1,1,131
09/08/2021,19.8,0,19,Clear,1,0,286,1,1,141,4,2,133,4,1,150,2,0,114,5,2,140
10/08/2021,20.5,0,24,Clear,3,0,293,4,0,147,3,2,117,4,1,131,3,2,135,2,2,115
11/08/2021,20.3,40,11,Thunderstorm,13,5,190,22,13,141,21,14,105,30,11,120,21,13,53,27,9,132
12/08/2021,20,0,14,Partly Cloudy,2,1,283,2,1,147,1,0,108,4,1,141,1,0,115,4,1,106
13/08/2021,21.5,0,19,Clear,1,1,313,3,1,113,4,1,142,2,0,113,2,1,110,4,0,135
14/08/2021,21.6,0,25,Partly Cloudy,3,0,310,5,0,127,2,1,123,3,1,148,3,2,116,3,1,114
15/08/2021,21.1,0,17,Clear,2,0,304,2,1,102,1,0,101,2,1,103,3,2,140,2,2,116
16/08/2021,19.9,0,22,Clear,2,1,288,2,1,146,1,2,103,3,1,134,1,1,129,1,0,133
17/08/2021,20.3,24,23,Thunderstorm,10,4,154,20,9,92,32,10,113,26,10,101,32,14,135,25,14,71
18/08/2021,21.2,0,5,Clear,2,1,287,5,1,108,1,2,104,2,1,130,4,1,139,5,1,135
19/08/2021,22.3,0,19,Clear,2,1,308,5,0,103,1,1,107,3,1,123,2,2,129,5,1,106
20/08/2021,21,0,20,Clear,2,0,292,2,2,103,2,1,108,3,0,115,5,1,118,3,1,140
21/08/2021,20.1,0,20,Partly Cloudy,1,0,304,4,1,111,1,1,136,2,0,120,3,1,140,3,0,134
